date,country,H,I,S,D,M
2021-10-15,Afghanistan,1,0,0,7,29
2021-10-15,Australia,0,0,0,3,21
2021-10-16,Sweden,0,0,0,1,8
2021-10-16,Afghanistan,1,0,0,7,29
2021-10-16,Australia,0,0,0,3,21
2021-10-17,Sweden,0,0,0,1,8
2021-10-17,Afghanistan,1,0,0,7,29
2021-10-17,Australia,0,0,0,3,21
2021-10-18,Sweden,0,0,0,1,8
2021-10-18,Afghanistan,0,1,0,7,29
2021-10-18,Australia,0,0,0,3,21
2021-10-19,Sweden,0,0,0,1,8
2021-10-19,Afghanistan,0,1,0,7,29
2021-10-19,Australia,0,0,0,3,21
2021-10-20,Sweden,0,0,0,1,8
2021-10-20,Afghanistan,0,1,0,7,29
2021-10-20,Australia,0,0,0,3,21
2021-10-21,Sweden,0,0,0,1,8
2021-10-21,Afghanistan,0,1,0,7,29
2021-10-21,Australia,0,0,0,3,21
2021-10-22,Sweden,0,0,0,1,8
2021-10-22,Afghanistan,0,1,0,7,29
2021-10-22,Australia,0,0,0,3,21
2021-10-23,Sweden,0,0,0,1,8
2021-10-23,Afghanistan,0,0,0,7,30
2021-10-23,Australia,0,0,0,3,21
2021-10-24,Sweden,0,0,0,1,8
2021-10-24,Afghanistan,0,0,0,7,30
2021-10-24,Australia,0,0,0,3,21
2021-10-25,Sweden,0,0,0,1,8
2021-10-25,Afghanistan,0,0,0,7,30
2021-10-25,Australia,0,0,0,3,21
2021-10-26,Sweden,0,0,0,1,8
2021-10-26,Afghanistan,0,0,0,7,30
2021-10-26,Australia,0,0,0,3,21
2021-10-27,Sweden,0,0,0,1,8
2021-10-27,Afghanistan,0,0,0,7,30
2021-10-27,Australia,0,0,0,3,21
2021-10-28,Sweden,0,0,0,1,8
2021-10-28,Afghanistan,0,0,0,7,30
2021-10-28,Australia,0,0,0,3,21
2021-10-29,Sweden,0,0,0,1,8
2021-10-29,Afghanistan,0,0,0,7,30
2021-10-29,Australia,0,0,0,3,21
2021-10-30,Sweden,0,0,0,1,8
2021-10-30,Afghanistan,0,0,0,7,30
2021-10-30,Australia,0,0,0,3,21
2021-10-31,Sweden,0,0,0,1,8
2021-10-31,Afghanistan,0,0,0,7,30
2021-10-31,Australia,0,0,0,3,21
2021-11-01,Sweden,0,0,0,1,8
2021-11-01,Afghanistan,0,0,0,7,30
2021-11-01,Australia,0,0,0,3,21
2021-11-02,Sweden,0,0,0,1,8
2021-11-02,Afghanistan,0,0,0,7,30
2021-11-02,Australia,0,0,0,3,21
2021-11-03,Sweden,0,0,0,1,8
2021-11-03,Afghanistan,0,0,0,7,30
2021-11-03,Australia,0,0,0,3,21
2021-11-04,Sweden,0,0,0,1,8
2021-11-04,Afghanistan,0,0,0,7,30
2021-11-04,Australia,0,0,0,3,21
2021-11-05,Sweden,0,0,0,1,8
2021-11-05,Afghanistan,0,0,0,7,30
2021-11-05,Australia,0,0,0,3,21
2021-11-06,Sweden,0,0,0,1,8
2021-11-06,Afghanistan,0,0,0,7,30
2021-11-06,Australia,0,0,0,3,21
2021-11-07,Sweden,0,0,0,1,8
2021-11-07,Afghanistan,0,0,0,7,30
2021-11-07,Australia,0,0,0,3,21
2021-11-08,Sweden,0,0,0,1,8
2021-11-08,Afghanistan,0,0,0,7,30
2021-11-08,Australia,0,0,0,3,21
2021-11-09,Sweden,0,0,0,1,8
2021-11-09,Afghanistan,0,0,0,7,30
2021-11-09,Australia,0,0,0,3,21
2021-11-10,Sweden,0,0,0,1,8
2021-11-10,Afghanistan,0,0,0,7,30
2021-11-10,Australia,0,0,0,3,21
2021-11-11,Sweden,0,0,0,1,8
2021-11-11,Afghanistan,0,0,0,7,30
2021-11-11,Australia,0,0,0,3,21
2021-11-12,Sweden,0,0,0,1,8
2021-11-12,Afghanistan,0,0,0,7,30
2021-11-12,Australia,0,0,0,3,21
2021-11-13,Sweden,0,0,0,1,8
2021-11-13,Afghanistan,0,0,0,7,30
2021-11-13,Australia,0,0,0,3,21
2021-11-14,Sweden,0,0,0,1,8
2021-11-14,Afghanistan,0,0,0,7,30
2021-11-14,Australia,0,0,0,3,21
2021-11-15,Sweden,0,0,0,1,8
2021-11-15,Afghanistan,0,0,0,7,30
2021-11-15,Australia,0,0,0,3,21
2021-11-16,Sweden,0,0,0,1,8
2021-11-16,Afghanistan,0,0,0,7,30
2021-11-16,Australia,0,0,0,3,21
2021-11-17,Sweden,0,0,0,1,8
2021-11-17,Afghanistan,0,0,0,7,30
2021-11-17,Australia,0,0,0,3,21
2021-11-18,Sweden,0,0,0,1,8
2021-11-18,Afghanistan,0,0,0,7,30
2021-11-18,Australia,0,0,0,3,21
2021-11-19,Sweden,0,0,0,1,8
2021-11-19,Afghanistan,0,0,0,7,30
2021-11-19,Australia,0,0,0,3,21
2021-11-20,Sweden,0,0,0,1,8
2021-11-20,Afghanistan,0,0,0,7,30
2021-11-20,Australia,0,0,0,3,21
2021-11-21,Sweden,0,0,0,1,8
2021-11-21,Afghanistan,0,0,0,7,30
2021-11-21,Australia,0,0,0,3,21
2021-11-22,Sweden,0,0,0,1,8
2021-11-22,Afghanistan,0,0,0,7,30
2021-11-22,Australia,0,0,0,3,21
2021-11-23,Sweden,0,0,0,1,8
2021-11-23,Afghanistan,0,0,0,7,30
2021-11-23,Australia,0,0,0,3,21
2021-11-24,Sweden,0,0,0,1,8
2021-11-24,Afghanistan,0,0,0,7,30
2021-11-24,Australia,0,0,0,3,21
2021-11-25,Sweden,0,0,0,1,8
2021-11-25,Afghanistan,0,0,0,7,30
2021-11-25,Australia,0,0,0,3,21
2021-11-26,Sweden,0,0,0,1,8
2021-11-26,Afghanistan,0,0,0,7,30
2021-11-26,Australia,0,0,0,3,21
2021-11-27,Sweden,0,0,0,1,8
2021-11-27,Afghanistan,0,0,0,7,30
2021-11-27,Australia,0,0,0,3,21
2021-11-28,Sweden,0,0,0,1,8
2021-11-28,Afghanistan,0,0,0,7,30
2021-11-28,Australia,0,0,0,3,21
2021-11-29,Sweden,0,0,0,1,8
2021-11-29,Afghanistan,0,0,0,7,30
2021-11-29,Australia,0,0,0,3,21
2021-11-30,Sweden,0,0,0,1,8
2021-11-30,Afghanistan,0,0,0,7,30
2021-11-30,Australia,0,0,0,3,21
2021-12-01,Sweden,0,0,0,1,8
2021-12-01,Afghanistan,0,0,0,7,30
2021-12-01,Australia,0,0,0,3,21
2021-12-02,Sweden,0,0,0,1,8
2021-12-02,Afghanistan,0,0,0,7,30
2021-12-02,Australia,0,0,0,3,21
2021-12-03,Sweden,0,0,0,1,8
2021-12-03,Afghanistan,0,0,0,7,30
2021-12-03,Australia,0,0,0,3,21
2021-12-04,Sweden,0,0,0,1,8
2021-12-04,Afghanistan,0,0,0,7,30
2021-12-04,Australia,0,0,0,3,21
2021-12-05,Sweden,0,0,0,1,8
2021-12-05,Afghanistan,0,0,0,7,30
2021-12-05,Australia,0,0,0,3,21
2021-12-06,Sweden,0,0,0,1,8
2021-12-06,Afghanistan,0,0,0,7,30
2021-12-06,Australia,0,0,0,3,21
2021-12-07,Sweden,0,0,0,1,8
2021-12-07,Afghanistan,0,0,0,7,30
2021-12-07,Australia,0,0,0,3,21
2021-12-08,Sweden,0,0,0,1,8
2021-12-08,Afghanistan,0,0,0,7,30
2021-12-08,Australia,0,0,0,3,21
2021-12-09,Sweden,0,0,0,1,8
2021-12-09,Afghanistan,0,0,0,7,30
2021-12-09,Australia,0,0,0,3,21
2021-12-10,Sweden,0,0,0,1,8
2021-12-10,Afghanistan,0,0,0,7,30
2021-12-10,Australia,0,0,0,3,21
2021-12-11,Sweden,0,0,0,1,8
2021-12-11,Afghanistan,1,0,0,7,29
2021-12-11,Australia,0,0,0,3,21
2021-12-12,Sweden,0,0,0,1,8
2021-12-12,Afghanistan,3,0,0,7,27
2021-12-12,Australia,1,0,0,3,20
2021-12-13,Sweden,1,0,0,1,7
2021-12-13,Afghanistan,3,0,0,7,27
2021-12-13,Australia,2,0,0,3,19
2021-12-14,Sweden,2,0,0,1,6
2021-12-14,Afghanistan,3,0,0,7,27
2021-12-14,Australia,2,1,0,3,18
2021-12-15,Sweden,2,1,0,1,5
2021-12-15,Afghanistan,3,1,0,7,26
2021-12-15,Australia,3,1,0,3,17
2021-12-16,Sweden,2,1,0,1,5
2021-12-16,Afghanistan,1,3,0,7,26
2021-12-16,Australia,3,1,0,3,17
2021-12-17,Sweden,3,1,0,1,4
2021-12-17,Afghanistan,1,3,0,7,26
2021-12-17,Australia,3,1,0,3,17
2021-12-18,Sweden,2,2,0,1,4
2021-12-18,Afghanistan,2,3,0,7,25
2021-12-18,Australia,3,2,0,3,16
2021-12-19,Sweden,2,2,0,1,4
2021-12-19,Afghanistan,1,4,0,7,25
2021-12-19,Australia,3,1,0,3,17
2021-12-20,Sweden,2,1,0,1,5
2021-12-20,Afghanistan,1,3,1,7,25
2021-12-20,Australia,4,2,0,3,15
2021-12-21,Sweden,2,1,0,1,5
2021-12-21,Afghanistan,1,1,3,7,25
2021-12-21,Australia,1,5,0,3,15
2021-12-22,Sweden,2,1,0,1,5
2021-12-22,Afghanistan,1,1,3,7,25
2021-12-22,Australia,1,5,0,3,15
2021-12-23,Sweden,2,0,0,1,6
2021-12-23,Afghanistan,0,2,3,7,25
2021-12-23,Australia,1,4,1,3,15
2021-12-24,Sweden,2,0,0,1,6
2021-12-24,Afghanistan,0,1,4,7,25
2021-12-24,Australia,1,4,1,3,15
2021-12-25,Sweden,1,1,0,1,6
2021-12-25,Afghanistan,0,1,4,7,25
2021-12-25,Australia,0,4,2,3,15
2021-12-26,Sweden,0,2,0,1,6
2021-12-26,Afghanistan,1,1,4,7,24
2021-12-26,Australia,0,1,4,3,16
2021-12-27,Sweden,0,2,0,1,6
2021-12-27,Afghanistan,4,1,4,7,21
2021-12-27,Australia,0,1,4,3,16
2021-12-28,Sweden,1,2,0,1,5
2021-12-28,Afghanistan,5,0,4,7,21
2021-12-28,Australia,2,1,4,3,14
2021-12-29,Sweden,2,2,0,1,4
2021-12-29,Afghanistan,6,1,4,7,19
2021-12-29,Australia,3,3,4,3,11
2021-12-30,Sweden,1,2,0,1,5
2021-12-30,Afghanistan,4,3,4,7,19
2021-12-30,Australia,3,2,5,3,11
2021-12-31,Sweden,1,1,1,1,5
2021-12-31,Afghanistan,5,4,4,7,17
2021-12-31,Australia,2,3,5,3,11
2022-01-01,Sweden,1,1,1,1,5
2022-01-01,Afghanistan,4,5,4,7,17
2022-01-01,Australia,1,4,5,3,11
2022-01-02,Sweden,1,1,1,1,5
2022-01-02,Afghanistan,2,7,4,7,17
2022-01-02,Australia,1,5,5,3,10
2022-01-03,Sweden,1,1,1,1,5
2022-01-03,Afghanistan,1,7,4,7,18
2022-01-03,Australia,2,3,6,3,10
2022-01-04,Sweden,0,1,2,1,5
2022-01-04,Afghanistan,3,5,3,8,18
2022-01-04,Australia,2,4,6,3,9
2022-01-05,Sweden,0,1,2,1,5
2022-01-05,Afghanistan,3,5,1,8,20
2022-01-05,Australia,2,3,6,3,10
2022-01-06,Sweden,0,1,2,1,5
2022-01-06,Afghanistan,4,4,2,8,19
2022-01-06,Australia,1,3,6,3,11
2022-01-07,Sweden,1,1,2,1,4
2022-01-07,Afghanistan,3,3,4,8,19
2022-01-07,Australia,1,3,6,3,11
2022-01-08,Sweden,1,1,2,1,4
2022-01-08,Afghanistan,3,2,3,8,21
2022-01-08,Australia,2,3,6,3,10
2022-01-09,Sweden,1,0,3,1,4
2022-01-09,Afghanistan,4,2,3,8,20
2022-01-09,Australia,2,3,5,4,10
2022-01-10,Sweden,1,0,3,1,4
2022-01-10,Afghanistan,5,1,3,8,20
2022-01-10,Australia,1,4,3,5,11
2022-01-11,Sweden,2,0,3,1,3
2022-01-11,Afghanistan,3,3,3,8,20
2022-01-11,Australia,1,3,4,5,11
2022-01-12,Sweden,1,1,3,1,3
2022-01-12,Afghanistan,4,2,4,8,19
2022-01-12,Australia,1,2,5,5,11
2022-01-13,Sweden,1,1,3,1,3
2022-01-13,Afghanistan,5,3,4,8,17
2022-01-13,Australia,1,2,5,5,11
2022-01-14,Sweden,1,1,3,1,3
2022-01-14,Afghanistan,6,3,4,8,16
2022-01-14,Australia,1,1,5,6,11
2022-01-15,Sweden,1,1,2,1,4
2022-01-15,Afghanistan,7,3,4,8,15
2022-01-15,Australia,4,0,6,6,8
2022-01-16,Sweden,1,1,2,1,4
2022-01-16,Afghanistan,6,3,5,8,15
2022-01-16,Australia,4,0,6,6,8
2022-01-17,Sweden,1,0,3,1,4
2022-01-17,Afghanistan,6,4,5,8,14
2022-01-17,Australia,3,1,6,6,8
2022-01-18,Sweden,1,0,3,1,4
2022-01-18,Afghanistan,4,5,5,8,15
2022-01-18,Australia,2,2,5,6,9
2022-01-19,Sweden,0,1,2,1,5
2022-01-19,Afghanistan,3,7,5,8,14
2022-01-19,Australia,1,3,5,6,9
2022-01-20,Sweden,0,1,2,1,5
2022-01-20,Afghanistan,3,7,5,8,14
2022-01-20,Australia,1,3,5,6,9
2022-01-21,Sweden,0,1,2,1,5
2022-01-21,Afghanistan,2,6,5,8,16
2022-01-21,Australia,1,3,5,6,9
2022-01-22,Sweden,0,1,2,1,5
2022-01-22,Afghanistan,2,5,3,8,19
2022-01-22,Australia,1,2,5,6,10
2022-01-23,Sweden,0,1,2,1,5
2022-01-23,Afghanistan,2,3,4,8,20
2022-01-23,Australia,1,1,5,6,11
2022-01-24,Sweden,0,0,1,2,6
2022-01-24,Afghanistan,2,1,6,8,20
2022-01-24,Australia,0,1,6,6,11
2022-01-25,Sweden,0,0,1,2,6
2022-01-25,Afghanistan,2,1,6,8,20
2022-01-25,Australia,0,1,6,6,11
2022-01-26,Sweden,0,0,1,2,6
2022-01-26,Afghanistan,2,0,7,8,20
2022-01-26,Australia,0,1,5,6,12
2022-01-27,Sweden,0,0,1,2,6
2022-01-27,Afghanistan,2,0,6,8,21
2022-01-27,Australia,0,1,4,6,13
2022-01-28,Sweden,0,0,1,2,6
2022-01-28,Afghanistan,2,0,6,8,21
2022-01-28,Australia,0,1,4,6,13
2022-01-29,Sweden,0,0,1,2,6
2022-01-29,Afghanistan,2,0,6,8,21
2022-01-29,Australia,0,0,4,6,14
2022-01-30,Sweden,0,0,1,2,6
2022-01-30,Afghanistan,2,1,6,8,20
2022-01-30,Australia,0,0,3,6,15
2022-01-31,Sweden,0,0,1,2,6
2022-01-31,Afghanistan,1,2,5,8,21
2022-01-31,Australia,0,0,3,6,15
2022-02-01,Sweden,0,0,0,2,7
2022-02-01,Afghanistan,1,2,5,8,21
2022-02-01,Australia,0,0,3,6,15
2022-02-02,Sweden,0,0,0,2,7
2022-02-02,Afghanistan,0,3,5,8,21
2022-02-02,Australia,0,0,3,6,15
2022-02-03,Sweden,0,0,0,2,7
2022-02-03,Afghanistan,0,3,5,8,21
2022-02-03,Australia,0,0,3,6,15
2022-02-04,Sweden,0,0,0,2,7
2022-02-04,Afghanistan,0,2,5,8,22
2022-02-04,Australia,0,0,3,6,15
2022-02-05,Sweden,0,0,0,2,7
2022-02-05,Afghanistan,0,1,4,9,23
2022-02-05,Australia,0,0,3,6,15
2022-02-06,Sweden,0,0,0,2,7
2022-02-06,Afghanistan,0,1,4,9,23
2022-02-06,Australia,0,0,2,6,16
2022-02-07,Sweden,0,0,0,2,7
2022-02-07,Afghanistan,0,0,3,9,25
2022-02-07,Australia,0,0,2,6,16
2022-02-08,Sweden,0,0,0,2,7
2022-02-08,Afghanistan,0,0,1,10,26
2022-02-08,Australia,0,0,1,6,17
2022-02-09,Sweden,0,0,0,2,7
2022-02-09,Afghanistan,0,0,1,10,26
2022-02-09,Australia,0,0,1,6,17
2022-02-10,Sweden,0,0,0,2,7
2022-02-10,Afghanistan,0,0,0,10,27
2022-02-10,Australia,0,0,1,6,17
2022-02-11,Sweden,0,0,0,2,7
2022-02-11,Afghanistan,0,0,0,10,27
2022-02-11,Australia,0,0,1,6,17
2022-02-12,Sweden,0,0,0,2,7
2022-02-12,Afghanistan,0,0,0,10,27
2022-02-12,Australia,0,0,1,6,17
2022-02-13,Sweden,0,0,0,2,7
2022-02-13,Afghanistan,0,0,0,10,27
2022-02-13,Australia,0,0,0,6,18
2022-02-14,Sweden,0,0,0,2,7
2022-02-14,Afghanistan,0,0,0,10,27
2022-02-14,Australia,0,0,0,6,18
2022-02-15,Sweden,0,0,0,2,7
2022-02-15,Afghanistan,0,0,0,10,27
2022-02-15,Australia,0,0,0,6,18
2022-02-16,Sweden,0,0,0,2,7
2022-02-16,Afghanistan,0,0,0,10,27
2022-02-16,Australia,0,0,0,6,18
2022-02-17,Sweden,0,0,0,2,7
2022-02-17,Afghanistan,0,0,0,10,27
2022-02-17,Australia,0,0,0,6,18
2022-02-18,Sweden,0,0,0,2,7
2022-02-18,Afghanistan,0,0,0,10,27
2022-02-18,Australia,0,0,0,6,18
2022-02-19,Sweden,0,0,0,2,7
2022-02-19,Afghanistan,0,0,0,10,27
2022-02-19,Australia,0,0,0,6,18
2022-02-20,Sweden,0,0,0,2,7
2022-02-20,Afghanistan,0,0,0,10,27
2022-02-20,Australia,0,0,0,6,18
2022-02-21,Sweden,0,0,0,2,7
2022-02-21,Afghanistan,1,0,0,10,26
2022-02-21,Australia,0,0,0,6,18
2022-02-22,Sweden,0,0,0,2,7
2022-02-22,Afghanistan,1,0,0,10,26
2022-02-22,Australia,0,0,0,6,18
2022-02-23,Sweden,0,0,0,2,7
2022-02-23,Afghanistan,1,0,0,10,26
2022-02-23,Australia,0,0,0,6,18
2022-02-24,Sweden,0,0,0,2,7
2022-02-24,Afghanistan,0,1,0,10,26
2022-02-24,Australia,0,0,0,6,18
2022-02-25,Sweden,0,0,0,2,7
2022-02-25,Afghanistan,0,1,0,10,26
2022-02-25,Australia,0,0,0,6,18
2022-02-26,Sweden,0,0,0,2,7
2022-02-26,Afghanistan,0,1,0,10,26
2022-02-26,Australia,0,0,0,6,18
2022-02-27,Sweden,0,0,0,2,7
2022-02-27,Afghanistan,0,1,0,10,26
2022-02-27,Australia,0,0,0,6,18
2022-02-28,Sweden,0,0,0,2,7
2022-02-28,Afghanistan,0,1,0,10,26
2022-02-28,Australia,0,0,0,6,18
2022-03-01,Sweden,0,0,0,2,7
2022-03-01,Afghanistan,0,0,0,10,27
2022-03-01,Australia,0,0,0,6,18
2022-03-02,Sweden,0,0,0,2,7
2022-03-02,Afghanistan,0,0,0,10,27
2022-03-02,Australia,0,0,0,6,18
2022-03-03,Sweden,0,0,0,2,7
2022-03-03,Afghanistan,0,0,0,10,27
2022-03-03,Australia,0,0,0,6,18
2022-03-04,Sweden,0,0,0,2,7
2022-03-04,Afghanistan,0,0,0,10,27
2022-03-04,Australia,0,0,0,6,18
2022-03-05,Sweden,0,0,0,2,7
2022-03-05,Afghanistan,0,0,0,10,27
2022-03-05,Australia,0,0,0,6,18
2022-03-06,Sweden,0,0,0,2,7
2022-03-06,Afghanistan,0,0,0,10,27
2022-03-06,Australia,0,0,0,6,18
2022-03-07,Sweden,0,0,0,2,7
2022-03-07,Afghanistan,0,0,0,10,27
2022-03-07,Australia,0,0,0,6,18
2022-03-08,Sweden,0,0,0,2,7
2022-03-08,Afghanistan,0,0,0,10,27
2022-03-08,Australia,0,0,0,6,18
2022-03-09,Sweden,0,0,0,2,7
2022-03-09,Afghanistan,0,0,0,10,27
2022-03-09,Australia,0,0,0,6,18
2022-03-10,Sweden,0,0,0,2,7
2022-03-10,Afghanistan,0,0,0,10,27
2022-03-10,Australia,0,0,0,6,18
2022-03-11,Sweden,0,0,0,2,7
2022-03-11,Afghanistan,0,0,0,10,27
2022-03-11,Australia,0,0,0,6,18
2022-03-12,Sweden,0,0,0,2,7
2022-03-12,Afghanistan,0,0,0,10,27
2022-03-12,Australia,0,0,0,6,18
2022-03-13,Sweden,0,0,0,2,7
2022-03-13,Afghanistan,0,0,0,10,27
2022-03-13,Australia,0,0,0,6,18
2022-03-14,Sweden,0,0,0,2,7
2022-03-14,Afghanistan,0,0,0,10,27
2022-03-14,Australia,0,0,0,6,18
2022-03-15,Sweden,0,0,0,2,7
2022-03-15,Afghanistan,0,0,0,10,27
2022-03-15,Australia,0,0,0,6,18
2022-03-16,Sweden,0,0,0,2,7
2022-03-16,Afghanistan,0,0,0,10,27
2022-03-16,Australia,0,0,0,6,18
2022-03-17,Sweden,0,0,0,2,7
2022-03-17,Afghanistan,0,0,0,10,27
2022-03-17,Australia,0,0,0,6,18
2022-03-18,Sweden,0,0,0,2,7
2022-03-18,Afghanistan,0,0,0,10,27
2022-03-18,Australia,0,0,0,6,18
2022-03-19,Sweden,0,0,0,2,7
2022-03-19,Afghanistan,0,0,0,10,27
2022-03-19,Australia,0,0,0,6,18
2022-03-20,Sweden,0,0,0,2,7
2022-03-20,Afghanistan,0,0,0,10,27
2022-03-20,Australia,0,0,0,6,18
2022-03-21,Sweden,0,0,0,2,7
2022-03-21,Afghanistan,0,0,0,10,27
2022-03-21,Australia,0,0,0,6,18
2022-03-22,Sweden,0,0,0,2,7
2022-03-22,Afghanistan,0,0,0,10,27
2022-03-22,Australia,0,0,0,6,18
2022-03-23,Sweden,0,0,0,2,7
2022-03-23,Afghanistan,0,0,0,10,27
2022-03-23,Australia,0,0,0,6,18
2022-03-24,Sweden,0,0,0,2,7
2022-03-24,Afghanistan,0,0,0,10,27
2022-03-24,Australia,0,0,0,6,18
2022-03-25,Sweden,0,0,0,2,7
2022-03-25,Afghanistan,0,0,0,10,27
2022-03-25,Australia,0,0,0,6,18
2022-03-26,Sweden,0,0,0,2,7
2022-03-26,Afghanistan,0,0,0,10,27
2022-03-26,Australia,0,0,0,6,18
2022-03-27,Sweden,0,0,0,2,7
2022-03-27,Afghanistan,0,0,0,10,27
2022-03-27,Australia,0,0,0,6,18
2022-03-28,Sweden,0,0,0,2,7
2022-03-28,Afghanistan,0,0,0,10,27
2022-03-28,Australia,0,0,0,6,18
2022-03-29,Sweden,0,0,0,2,7
2022-03-29,Afghanistan,0,0,0,10,27
2022-03-29,Australia,0,0,0,6,18
2022-03-30,Sweden,0,0,0,2,7
2022-03-30,Afghanistan,0,0,0,10,27
2022-03-30,Australia,0,0,0,6,18
2022-03-31,Sweden,0,0,0,2,7
2022-03-31,Afghanistan,0,0,0,10,27
2022-03-31,Australia,0,0,0,6,18
2022-04-01,Sweden,0,0,0,2,7
2022-04-01,Afghanistan,0,0,0,10,27
2022-04-01,Australia,0,0,0,6,18
2022-04-02,Sweden,0,0,0,2,7
2022-04-02,Afghanistan,0,0,0,10,27
2022-04-02,Australia,0,0,0,6,18
2022-04-03,Sweden,0,0,0,2,7
2022-04-03,Afghanistan,0,0,0,10,27
2022-04-03,Australia,0,0,0,6,18
2022-04-04,Sweden,0,0,0,2,7
2022-04-04,Afghanistan,0,0,0,10,27
2022-04-04,Australia,0,0,0,6,18
2022-04-05,Sweden,0,0,0,2,7
2022-04-05,Afghanistan,0,0,0,10,27
2022-04-05,Australia,0,0,0,6,18
2022-04-06,Sweden,0,0,0,2,7
2022-04-06,Afghanistan,0,0,0,10,27
2022-04-06,Australia,0,0,0,6,18
2022-04-07,Sweden,0,0,0,2,7
2022-04-07,Afghanistan,0,0,0,10,27
2022-04-07,Australia,0,0,0,6,18
2022-04-08,Sweden,0,0,0,2,7
2022-04-08,Afghanistan,0,0,0,10,27
2022-04-08,Australia,0,0,0,6,18
2022-04-09,Sweden,0,0,0,2,7
2022-04-09,Afghanistan,0,0,0,10,27
2022-04-09,Australia,0,0,0,6,18
2022-04-10,Sweden,0,0,0,2,7
2022-04-10,Afghanistan,0,0,0,10,27
2022-04-10,Australia,0,0,0,6,18
2022-04-11,Sweden,0,0,0,2,7
2022-04-11,Afghanistan,0,0,0,10,27
2022-04-11,Australia,0,0,0,6,18
2022-04-12,Sweden,0,0,0,2,7
2022-04-12,Afghanistan,0,0,0,10,27
2022-04-12,Australia,0,0,0,6,18
2022-04-13,Sweden,0,0,0,2,7
2022-04-13,Afghanistan,0,0,0,10,27
2022-04-13,Australia,0,0,0,6,18
2022-04-14,Sweden,0,0,0,2,7
2022-04-14,Afghanistan,0,0,0,10,27
2022-04-14,Australia,0,0,0,6,18
2022-04-15,Sweden,0,0,0,2,7
2022-04-15,Afghanistan,0,0,0,10,27
2022-04-15,Australia,0,0,0,6,18
2022-04-16,Sweden,0,0,0,2,7
2022-04-16,Afghanistan,0,0,0,10,27
2022-04-16,Australia,0,0,0,6,18
2022-04-17,Sweden,0,0,0,2,7
2022-04-17,Afghanistan,0,0,0,10,27
2022-04-17,Australia,0,0,0,6,18
2022-04-18,Sweden,0,0,0,2,7
2022-04-18,Afghanistan,0,0,0,10,27
2022-04-18,Australia,0,0,0,6,18
2022-04-19,Sweden,0,0,0,2,7
2022-04-19,Afghanistan,0,0,0,10,27
2022-04-19,Australia,1,0,0,6,17
2022-04-20,Sweden,1,0,0,2,6
2022-04-20,Afghanistan,0,0,0,10,27
2022-04-20,Australia,0,1,0,6,17
2022-04-21,Sweden,1,0,0,2,6
2022-04-21,Afghanistan,0,0,0,10,27
2022-04-21,Australia,0,1,0,6,17
2022-04-22,Sweden,0,1,0,2,6
2022-04-22,Afghanistan,0,0,0,10,27
2022-04-22,Australia,0,1,0,6,17
2022-04-23,Sweden,1,1,0,2,5
2022-04-23,Afghanistan,0,0,0,10,27
2022-04-23,Australia,0,1,0,6,17
2022-04-24,Sweden,0,2,0,2,5
2022-04-24,Afghanistan,0,0,0,10,27
2022-04-24,Australia,0,1,0,6,17
2022-04-25,Sweden,0,2,0,2,5
2022-04-25,Afghanistan,0,0,0,10,27
2022-04-25,Australia,0,0,0,6,18
2022-04-26,Sweden,0,2,0,2,5
2022-04-26,Afghanistan,0,0,0,10,27
2022-04-26,Australia,1,0,0,6,17
2022-04-27,Sweden,0,1,1,2,5
2022-04-27,Afghanistan,0,0,0,10,27
2022-04-27,Australia,1,0,0,6,17
2022-04-28,Sweden,0,1,1,2,5
2022-04-28,Afghanistan,1,0,0,10,26
2022-04-28,Australia,1,0,0,6,17
2022-04-29,Sweden,0,0,1,2,6
2022-04-29,Afghanistan,0,1,0,10,26
2022-04-29,Australia,1,0,0,6,17
2022-04-30,Sweden,1,0,1,2,5
2022-04-30,Afghanistan,0,1,0,10,26
2022-04-30,Australia,1,0,0,6,17
